date	year	month	eR_Market	PRICEDIVIDENDRATIO_level_inv_z	PRICEDIVIDENDRATIO_level_lag_inv_z
1987-09	1987	09	-.0261222	-0.40169785243937	-0.487887127361444
1987-10	1987	10	-.2626824	-0.0781082015614001	-0.403149336716564
1987-11	1987	11	-.08059094	0.308189766350804	-0.0795320344037561
1987-12	1987	12	.06572693	0.374438564228167	0.306798943504468
1988-01	1988	01	.04121677	0.275175069658679	0.373053402484752
1988-02	1988	02	.04619871	0.20401421515122	0.273781425635178
1988-03	1988	03	-.02285986	0.136926619806438	0.202614490278945
1988-04	1988	04	.00555888	0.199216045138087	0.135521162154187
1988-05	1988	05	-.00288946	0.301661660739201	0.197815910251818
1988-06	1988	06	.04656525	0.171020218520166	0.300270280052136
1988-07	1988	07	-.01251455	0.211356120876248	0.16961767423959
1988-08	1988	08	-.03345943	0.293983589742148	0.209957023385681
1988-09	1988	09	.03227033	0.270422317723585	0.292591552947326
1988-10	1988	10	.01136544	0.19831971601768	0.269028267567161
1988-11	1988	11	-.02303346	0.293041292443687	0.196919504538151
1988-12	1988	12	.01469817	0.261436155619296	0.291649175127525
1989-01	1989	01	.05889733	0.194817289021039	0.260041337575904
1989-02	1989	02	-.02261744	0.135068607661547	0.193416778251555
1989-03	1989	03	.01547515	0.170983676245888	0.133662991238144
1989-04	1989	04	.04211251	0.110615762200704	0.169581128842695
1989-05	1989	05	.032697	0.0367134570818618	0.109208056228821
1989-06	1989	06	-.01349548	-0.0173414213825786	0.0352994359983285
1989-07	1989	07	.06905907	-0.0516385767927589	-0.0187600615722714
1989-08	1989	08	.01419302	-0.132362947686416	-0.0530601477484864
1989-09	1989	09	-.00757957	-0.108069486421944	-0.133791416714055
1989-10	1989	10	-.03723619	-0.0786340104240244	-0.109495879520828
1989-11	1989	11	.01007914	0.00655444747170159	-0.0800578881978839
1989-12	1989	12	.01146371	-0.0273796706683223	0.00513784923563344
1990-01	1990	01	-.0812698	0.0610752522865023	-0.0287991686481059
1990-02	1990	02	.01097663	0.161687604548926	0.0596633129710071
1990-03	1990	03	.01802028	0.11715765294802	0.160284262776321
1990-04	1990	04	-.03393922	0.147991688975067	0.115750505994837
1990-05	1990	05	.08031773	0.0791297638726317	0.146587176856885
1990-06	1990	06	-.01099132	0.0291454502528075	0.0777193673541613
1990-07	1990	07	-.01905202	0.0448507705398555	0.0277307824667387
1990-08	1990	08	-.10628816	0.297511038036926	0.0434374448073392
1990-09	1990	09	-.06276409	0.455701093399164	0.296119302670183
1990-10	1990	10	-.01925451	0.562865110765941	0.454322875714448
1990-11	1990	11	.06113336	0.502348107684093	0.561496050478055
1990-12	1990	12	.02415908	0.395123548364171	0.500973876087536
1991-01	1991	01	.04560164	0.427318719755018	0.393740154197344
1991-02	1991	02	.06901941	0.116539709851459	0.425938076735149
1991-03	1991	03	.02604186	0.0435842038158128	0.115132510093703
1991-04	1991	04	-.00268938	-0.00672292925472675	0.0421707698524333
1991-05	1991	05	.0356849	0.00728120315354509	-0.00814066207132419
1991-06	1991	06	-.05054933	0.00736055619651737	0.00586466702032024
1991-07	1991	07	.04132739	0.00322516274923601	0.00594402684418149
1991-08	1991	08	.02283114	-0.0500214592446253	0.00180828001859485
1991-09	1991	09	-.01595378	-0.0260017909906208	-0.0514428920141642
1991-10	1991	10	.01276424	-0.0295412769573801	-0.0274211712276088
1991-11	1991	11	-.0425293	-0.0287253843706481	-0.0309609596510917
1991-12	1991	12	.10245732	-0.0518800328936917	-0.0301449973445752
1992-01	1992	01	-.00589736	-0.216039551629142	-0.0533016244823646
1992-02	1992	02	.01081092	-0.187258108793767	-0.217475171003385
1992-03	1992	03	-.02686759	-0.147706895582225	-0.188691268731533
1992-04	1992	04	.01070802	-0.148014029858358	-0.149136675783365
1992-05	1992	05	.00298716	-0.192636424100013	-0.149443836304785
1992-06	1992	06	-.0236017	-0.153283303107454	-0.194070043626443
1992-07	1992	07	.03689444	-0.18941372143854	-0.154713559824666
1992-08	1992	08	-.02402457	-0.201734161983757	-0.190847065578064
1992-09	1992	09	.01179925	-0.200345702902388	-0.203168558931546
1992-10	1992	10	.01002639	-0.165504295001218	-0.201779981203349
1992-11	1992	11	.04037892	-0.226908371219504	-0.166935596028593
1992-12	1992	12	.01514206	-0.298710392455565	-0.228344919357865
1993-01	1993	01	.00933472	-0.290167799045519	-0.300153076231782
1993-02	1993	02	.00129631	-0.318470001698605	-0.29160975283867
1993-03	1993	03	.02278093	-0.356155596491254	-0.319914373976125
1993-04	1993	04	-.03089948	-0.317030026602612	-0.357603189084276
1993-05	1993	05	.02833162	-0.325907633907716	-0.318474275831149
1993-06	1993	06	.0030875	-0.338023540282026	-0.327352641746979
1993-07	1993	07	-.00339763	-0.334044767115101	-0.339469583451667
1993-08	1993	08	.03643533	-0.368917423238024	-0.335490470289978
1993-09	1993	09	-.00119761	-0.3942914067342	-0.370366106356715
1993-10	1993	10	.013971	-0.413377873164997	-0.395742258114605
1993-11	1993	11	-.01903285	-0.404925293764496	-0.414830355525199
1993-12	1993	12	.01622995	-0.416114345188815	-0.406377053833524
1994-01	1994	01	.02822629	-0.441781487542889	-0.417567061386464
1994-02	1994	02	-.02577592	-0.427568417422787	-0.44323639705331
1994-03	1994	03	-.04884502	-0.382626162669375	-0.429022112395656
1994-04	1994	04	.0067588	-0.290584901241737	-0.384076017229471
1994-05	1994	05	.00566574	-0.301821822183549	-0.292026890677173
1994-06	1994	06	-.03067197	-0.314231091697789	-0.303264771838159
1994-07	1994	07	.02763612	-0.290989752916587	-0.315675101751291
1994-08	1994	08	.03917473	-0.350872451388922	-0.292431776947473
1994-09	1994	09	-.02328382	-0.358946316474985	-0.352319592525779
1994-10	1994	10	.01326096	-0.328535418033569	-0.360394147541059
1994-11	1994	11	-.04108356	-0.299475671635066	-0.329980650422663
1994-12	1994	12	.00862459	-0.254293636101156	-0.300918420806041
1995-01	1995	01	.01766813	-0.306081302575358	-0.255732524369572
1995-02	1995	02	.03542098	-0.3871360915847	-0.30752461621177
1995-03	1995	03	.02156551	-0.438650975670268	-0.388586331527966
1995-04	1995	04	.02088746	-0.492585146341526	-0.440105617671685
1995-05	1995	05	.02843608	-0.548040826712408	-0.494044397134361
1995-06	1995	06	.02671277	-0.598876293145246	-0.549504816312952
1995-07	1995	07	.03636409	-0.654780325007417	-0.600344626746236
1995-08	1995	08	.00545934	-0.65063167458833	-0.65625343572872
1995-09	1995	09	.03281231	-0.708520543682184	-0.652104430798491
1995-10	1995	10	-.0152445	-0.712404926274526	-0.709998246621287
1995-11	1995	11	.03858089	-0.74369591125755	-0.713882961142515
1995-12	1995	12	.0101976	-0.793312928249777	-0.745176620007815
1996-01	1996	01	.02225377	-0.778952973395558	-0.794797876881349
1996-02	1996	02	.01316134	-0.866915354691388	-0.780436694937962
1996-03	1996	03	.00724533	-0.846906577486871	-0.868406592809331
1996-04	1996	04	.02029826	-0.839938112308459	-0.848396105811569
1996-05	1996	05	.02332668	-0.871331763175176	-0.841427045162752
1996-06	1996	06	-.01141954	-0.883651959492804	-0.872823378684766
1996-07	1996	07	-.06127192	-0.799983100436867	-0.885144627789789
1996-08	1996	08	.02721323	-0.835691503306753	-0.801468619049065
1996-09	1996	09	.04867638	-0.85254383949533	-0.83718007327913
1996-10	1996	10	.0086263	-0.911194933588929	-0.854033849536247
1996-11	1996	11	.0603844	-0.983026915806777	-0.912689955492562
1996-12	1996	12	-.01706697	-0.991117529189657	-0.984528075908496
1997-01	1997	01	.04848198	-1.03507418382028	-0.99261938065177
1997-02	1997	02	-.00489292	-1.09458641128059	-1.0365797914735
1997-03	1997	03	-.05138239	-1.07679346990201	-1.09609710438224
1997-04	1997	04	.03943898	-1.01507651025997	-1.07830264255838
1997-05	1997	05	.06491784	-1.14743042458728	-1.01658040906878
1997-06	1997	06	.04003659	-1.21832925414556	-1.14894563332404
1997-07	1997	07	.07044556	-1.28904148954475	-1.2198505213405
1997-08	1997	08	-.04220894	-1.28685327023815	-1.29056879925299
1997-09	1997	09	.05189546	-1.29606871390255	-1.28838039295832
1997-10	1997	10	-.03847214	-1.31125552109398	-1.29759662410229
1997-11	1997	11	.02934892	-1.28882580354538	-1.31278472903921
1997-12	1997	12	.0130514	-1.31710388195663	-1.29035309482278
1998-01	1998	01	.00139303	-1.31417974826872	-1.31863358965693
1998-02	1998	02	.06768378	-1.38888725861439	-1.31570920609549
1998-03	1998	03	.0464204	-1.44718940027964	-1.39042310035933
1998-04	1998	04	.00724246	-1.47798283673346	-1.44873022406856
1998-05	1998	05	-.0309522	-1.46652554065192	-1.47952629188805
1998-06	1998	06	.031179	-1.45903087630004	-1.46806801675581
1998-07	1998	07	-.02480716	-1.50385581748642	-1.46057271196867
1998-08	1998	08	-.17448615	-1.41136491013442	-1.50540148354312
1998-09	1998	09	.05941768	-1.34048507437603	-1.41290267264326
1998-10	1998	10	.06866055	-1.35414375426967	-1.34201678004975
1998-11	1998	11	.05894019	-1.47965332007008	-1.3556766271071
1998-12	1998	12	.05946365	-1.52333184491119	-1.48119691797109
1999-01	1999	01	.03428347	-1.57075926606879	-1.52487917523652
1999-02	1999	02	-.04150733	-1.5633349748848	-1.57231064916973
1999-03	1999	03	.03377542	-1.58768137664102	-1.56488572356402
1999-04	1999	04	.04233127	-1.63487436330208	-1.58923420577287
1999-05	1999	05	-.02482218	-1.63779336130513	-1.63643122517661
1999-06	1999	06	.04641588	-1.63551545496534	-1.63935047261435
1999-07	1999	07	-.03518027	-1.67342655737199	-1.63707237162255
1999-08	1999	08	-.01384175	-1.62890321090517	-1.67498671361481
1999-09	1999	09	-.02839005	-1.61645907817457	-1.63045956253183
1999-10	1999	10	.05927016	-1.60160657348785	-1.6180143664232
1999-11	1999	11	.03302765	-1.66974571936255	-1.60316059255786
1999-12	1999	12	.07405108	-1.69519549534314	-1.6713055610698
2000-01	2000	01	-.04825252	-1.68771196111441	-1.69675751178875
2000-02	2000	02	.02410229	-1.65672911842173	-1.68927333807585
2000-03	2000	03	.05046185	-1.68808755632791	-1.65828784783231
2000-04	2000	04	-.06582676	-1.70181609790205	-1.68964896538476
2000-05	2000	05	-.04508063	-1.67433923088887	-1.70337868009245
2000-06	2000	06	.04517902	-1.70446819396123	-1.67589946512161
2000-07	2000	07	-.02468515	-1.71828846096917	-1.70603100277897
2000-08	2000	08	.0686346	-1.73278014389889	-1.71985245075858
2000-09	2000	09	-.05564377	-1.72867173120438	-1.73434537203392
2000-10	2000	10	-.02793224	-1.67846169252196	-1.73023660826666
2000-11	2000	11	-.11289498	-1.67133735339533	-1.68002227902795
2000-12	2000	12	.01177124	-1.63816989556885	-1.67289733111115
2001-01	2001	01	.03056065	-1.64792126231494	-1.63972703905373
2001-02	2001	02	-.1058144	-1.63134020532219	-1.64947923907518
2001-03	2001	03	-.07513475	-1.53538682483284	-1.63289676519529
2001-04	2001	04	.07621183	-1.54561075466473	-1.53693518528225
2001-05	2001	05	.00725037	-1.62165426431198	-1.54715998877104
2001-06	2001	06	-.01943373	-1.60162024259994	-1.62320999650049
2001-07	2001	07	-.02146503	-1.57067389011086	-1.60317426283801
2001-08	2001	08	-.06656763	-1.5457524161136	-1.57222526591624
2001-09	2001	09	-.09688702	-1.40301936233556	-1.54730166232518
2001-10	2001	10	.02434697	-1.44000656778965	-1.4045564116993
2001-11	2001	11	.07257369	-1.49683988815783	-1.44154677779001
2001-12	2001	12	.01584976	-1.51219054180169	-1.49838495468821
2002-01	2002	01	-.01448426	-1.50772517373849	-1.51373692007859
2002-02	2002	02	-.02313585	-1.46696479742482	-1.50927117044005
2002-03	2002	03	.04147294	-1.52163968135245	-1.46850731106416
2002-04	2002	04	-.05331862	-1.47174701284271	-1.52318686707875
2002-05	2002	05	-.01387654	-1.4284251132206	-1.47328993513268
2002-06	2002	06	-.07473043	-1.34172879956205	-1.42996433356064
2002-07	2002	07	-.08520663	-1.18924602976097	-1.34326061151478
2002-08	2002	08	.00498059	-1.2108337144154	-1.19076481173155
2002-09	2002	09	-.1090956	-1.14429677563087	-1.21235434110028
2002-10	2002	10	.0752842	-1.11205292746802	-1.14581171659056
2002-11	2002	11	.05782406	-1.19699516647331	-1.11356511312122
2002-12	2002	12	-.05925831	-1.17104614564572	-1.19851461062437
2003-01	2003	01	-.02600966	-1.16091789249384	-1.17256337239688
2003-02	2003	02	-.01906357	-1.05140006540159	-1.16243425376388
2003-03	2003	03	.01083025	-1.06463409698165	-1.05290706813667
2003-04	2003	04	.07892013	-1.1434569706142	-1.06614223059333
2003-05	2003	05	.0586892	-1.21882743386757	-1.14497183981074
2003-06	2003	06	.01408614	-1.29557060233464	-1.22034874363304
2003-07	2003	07	.02311442	-1.29009566565606	-1.29709846996968
2003-08	2003	08	.02311442	-1.2742582785205	-1.29162306544592
2003-09	2003	09	-.01236632	-1.30324323923416	-1.27578432497142
2003-10	2003	10	.05898325	-1.30700597490144	-1.30477176251259
2003-11	2003	11	.01340037	-1.30027789765578	-1.30853481971377
2003-12	2003	12	.04206822	-1.31824163505723	-1.30180616753938
2004-01	2004	01	.02125741	-1.36388029313748	-1.319771439981
2004-02	2004	02	.01389463	-1.36087517613421	-1.36541399798319
2004-03	2004	03	-.01337712	-1.32320480592012	-1.36240862418618
2004-04	2004	04	-.01845462	-1.32007013691886	-1.32473503495756
2004-05	2004	05	.01172393	-1.2687083391903	-1.32160009809206
2004-06	2004	06	.01841454	-1.29113081391983	-1.27023391138691
2004-07	2004	07	-.04150905	-1.24411769186057	-1.29265830216535
2004-08	2004	08	.0007988	-1.20811677467187	-1.24564116273323
2004-09	2004	09	.01595436	-1.23133621673935	-1.20963716918838
2004-10	2004	10	.01418323	-1.22385507668779	-1.23285859540734
2004-11	2004	11	.04433454	-1.28033363179901	-1.22537681607621
2004-12	2004	12	.03367189	-1.30845171563479	-1.28186019740199
2005-01	2005	01	-.02784003	-1.26981150887053	-1.30998068398878
2005-02	2005	02	.01869398	-1.27260653457912	-1.27133717533538
2005-03	2005	03	-.01975273	-1.24892771105962	-1.27413243988494
2005-04	2005	04	-.02639049	-1.19570778550958	-1.25045159295882
2005-05	2005	05	.03576534	-1.19641428984185	-1.19722711965115
2005-06	2005	06	.0055716	-1.20932838275653	-1.19793368435574
2005-07	2005	07	.03836087	-1.22047269585745	-1.21084888080756
2005-08	2005	08	-.01223809	-1.21045536136614	-1.22199414621412
2005-09	2005	09	.0047747	-1.20002186471631	-1.21197595571993
2005-10	2005	10	-.02014776	-1.14161214266907	-1.20154156750527
2005-11	2005	11	.0354522	-1.18045473232348	-1.14312685422107
2005-12	2005	12	-.00249514	-1.19303566216072	-1.1819727630587
2006-01	2006	01	.02984417	-1.19971884812674	-1.19455476796357
2006-02	2006	02	-.00299431	-1.18504660482475	-1.20123852502228
2006-03	2006	03	.0144414	-1.19224168249689	-1.1865650279454
2006-04	2006	04	.00714856	-1.18791156051274	-1.19376072045247
2006-05	2006	05	-.03619433	-1.16024292159503	-1.18943022845003
2006-06	2006	06	-.00349215	-1.10216606892551	-1.16175922518735
2006-07	2006	07	-.00779926	-1.09640606673777	-1.10367740972528
2006-08	2006	08	.02001348	-1.11473472446644	-1.09791691533291
2006-09	2006	09	.01815899	-1.13654944236297	-1.11624713928499
2006-10	2006	10	.03166155	-1.17141672231977	-1.13806372129629
2006-11	2006	11	.01688512	-1.18281341718291	-1.17293398073751
2006-12	2006	12	.00862801	-1.19639285204093	-1.18433164947285
2007-01	2007	01	.01394061	-1.19247932580526	-1.19791224472291
2007-02	2007	02	-.01961735	-1.20165059626768	-1.19399838406797
2007-03	2007	03	.00674807	-1.15075063206021	-1.20317043823527
2007-04	2007	04	.03415706	-1.19598413679518	-1.15226612451588
2007-05	2007	05	.03175804	-1.22926061978026	-1.19750349455156
2007-06	2007	06	-.01971498	-1.21973875118916	-1.23078282108401
2007-07	2007	07	-.03796254	-1.21136337450909	-1.22126013882867
2007-08	2007	08	.00911981	-1.13086579693811	-1.21288404645456
2007-09	2007	09	.03168951	-1.15923857771068	-1.13237959019165
2007-10	2007	10	.01778351	-1.18679914650844	-1.16075479547965
2007-11	2007	11	-.04922877	-1.09625415407275	-1.18831771938756
2007-12	2007	12	-.00861384	-1.09870852076976	-1.09776498968662
2008-01	2008	01	-.06546367	-0.974326977828039	-1.10021956611457
2008-02	2008	02	-.03134608	-0.933192333359776	-0.97582739450126
2008-03	2008	03	-.00942835	-0.871830758878852	-0.934689234988748
2008-04	2008	04	.04489434	-0.933010726022739	-0.873322417028703
2008-05	2008	05	.01839632	-0.965012158448936	-0.934507612132973
2008-06	2008	06	-.08801926	-0.878762770289319	-0.966511779150714
2008-07	2008	07	-.00771818	-0.757516505594973	-0.880255020794523
2008-08	2008	08	.01516457	-0.790141983081119	-0.758998395344886
2008-09	2008	09	-.09679906	-0.688399661049751	-0.791626660748576
2008-10	2008	10	-.18893812	-0.199213335026031	-0.689875644615958
2008-11	2008	11	-.08183544	0.0243775375592056	-0.20064751656371
2008-12	2008	12	.01644904	0.0266212837226095	0.0229624623446953
2009-01	2009	01	-.08468681	0.0273443396002778	0.0252064002410568
2009-02	2009	02	-.10634979	0.188919804634338	0.0259295179054122
2009-03	2009	03	.08570245	0.327717079129869	0.187518789912071
2009-04	2009	04	.09702671	-0.0457317942949888	0.326327924934602
2009-05	2009	05	.05078817	-0.253000978969176	-0.0471528605033892
2009-06	2009	06	.00429035	-0.363771297058701	-0.254439756777247
2009-07	2009	07	.07435792	-0.437253958886247	-0.365219540429791
2009-08	2009	08	.03265757	-0.645321515708019	-0.438708481509562
2009-09	2009	09	.03998573	-0.756734758157472	-0.646793818153629
2009-10	2009	10	-.02624131	-0.836180098428568	-0.758216581105377
2009-11	2009	11	.05410933	-0.907948092820518	-0.837668710152454
2009-12	2009	12	.02712599	-0.979935315041596	-0.909442837274592
2010-01	2010	01	-.03417745	-1.01181724838913	-0.98143621095935
2010-02	2010	02	.03343478	-0.972725484234974	-1.01332086868698
2010-03	2010	03	.06127729	-1.07621745969858	-0.974225764057107
2010-04	2010	04	.01980263	-1.1327027972059	-1.07772658313362
2010-05	2010	05	-.0821781	-1.03210678567418	-1.13421674743509
2010-06	2010	06	-.05719958	-0.966548993237542	-1.03361213975682
2010-07	2010	07	.06690424	-0.952829699762132	-0.968048745265174
2010-08	2010	08	-.04887016	-0.956386313363948	-0.954328279446493
2010-09	2010	09	.09111089	-1.00102802856319	-0.957885196968626
2010-10	2010	10	.03806247	-1.06196245338881	-1.00253072689889
2010-11	2010	11	.00598148	-1.08961279931142	-1.06347035870277
2010-12	2010	12	.06596861	-1.13496411156016	-1.09112306740718
2011-01	2011	01	.01989869	-1.16843072333973	-1.13647825502354
2011-02	2011	02	.03430143	-1.19697808099579	-1.16994772659739
2011-03	2011	03	.00478804	-1.16366770708469	-1.19849752368686
2011-04	2011	04	.02858746	-1.17497223890307	-1.16518430333233
2011-05	2011	05	-.01278133	-1.16371547022483	-1.17648980114738
2011-06	2011	06	-.01765494	-1.0853439512684	-1.16523207055393
2011-07	2011	07	-.02367813	-1.112596431751	-1.08685385458187
2011-08	2011	08	-.06186902	-0.91170393101061	-1.11410866384781
2011-09	2011	09	-.07904321	-0.875054856995548	-0.913198996409173
2011-10	2011	10	.1074184	-0.895506266012335	-0.876546790651549
2011-11	2011	11	-.00260339	-0.894860843530925	-0.896999947285425
2011-12	2011	12	.00737275	-0.890988776701114	-0.89635446965127
2012-01	2012	01	.04936143	-0.948898831417419	-0.892482071944982
2012-02	2012	02	.0433468	-0.995408307797105	-0.950397075200587
2012-03	2012	03	.03062619	-1.02090092148601	-0.996910525915522
2012-04	2012	04	-.00843548	-0.998310119840562	-1.02240531800335
2012-05	2012	05	-.06399872	-0.922780446503902	-0.999812585925088
2012-06	2012	06	.0380662	-0.879364415739632	-0.924276458414646
2012-07	2012	07	.00786896	-0.900863296176091	-0.880856717656739
2012-08	2012	08	.02527531	-0.930318793649388	-0.902357435218983
2012-09	2012	09	.02702867	-0.953660900660615	-0.931815449728183
2012-10	2012	10	-.01765315	-0.915224046404259	-0.955159551372889
2012-11	2012	11	.00766974	-0.828545303564191	-0.916719412604288
2012-12	2012	12	.01172976	-0.831928588555707	-0.830033262878359
2013-01	2013	01	.05429877	-0.88724974347254	-0.833416836978889
2013-02	2013	02	.01271877	-0.908750958904635	-0.88874271920794
2013-03	2013	03	.03950914	-0.936694451462355	-0.91024577196535
2013-04	2013	04	.01547957	-0.937997336342953	-0.938191652354886
2013-05	2013	05	.02771244	-0.990647679766535	-0.939494648569812
2013-06	2013	06	-.0121738	-0.949300040325238	-0.992149491079
2013-07	2013	07		-0.981476999146302	-0.950798318392574
2013-08	2013	08		-0.964229471249031	-0.982978026804294
2013-09	2013	09		-0.962821825707774	-0.965729025068497
2013-10	2013	10		-0.985583863248276	-0.964321259240887
2013-11	2013	11		-1.03570746944766	-0.987085241846678
2013-12	2013	12		-1.04834557186586	-1.03721313121651
2014-01	2014	01		-1.04239343409319	-1.04985231358787
2014-02	2014	02		-1.01887258558378	-1.04389966719217
2014-03	2014	03		-1.0411931270017	-1.02037680877543
2014-04	2014	04		-1.02482285677307	-1.04269925753185
2014-05	2014	05		-1.02997377931978	-1.02632758842825
2014-06	2014	06		-1.06136089191617	-1.03147895113242
